2013;Arina Buzdalova,Maxim Buzdalov,Vladimir Parfenov;Generation of Tests for Programming Challenge Tasks Using Helper-Objectives.;http://dx.doi.org/10.1007/978-3-642-39742-4_28;300-305;6;Graduate Track Papers;
2013;Brendan Cody-Kenny,Stephen Barrett;The Emergence of Useful Bias in Self-focusing Genetic Programming for Software Optimisation.;http://dx.doi.org/10.1007/978-3-642-39742-4_29;306-311;6;Graduate Track Papers;
2013;Dionysios Efstathiou,Peter McBurney,Steffen Zschaler,Johann Bourcier;Exploring Optimal Service Compositions in Highly Heterogeneous and Dynamic Service-Based Systems.;http://dx.doi.org/10.1007/978-3-642-39742-4_30;312-317;6;Graduate Track Papers;
2013;Alexey Kolesnichenko,Christopher M. Poskitt,Bertrand Meyer;Applying Search in an Automatic Contract-Based Testing Tool.;http://dx.doi.org/10.1007/978-3-642-39742-4_31;318-323;6;Graduate Track Papers;
2012;Kalyanmoy Deb;Advances in Evolutionary Multi-objective Optimization.;http://dx.doi.org/10.1007/978-3-642-33119-0_1;1-26;26;Keynote Addresses;
2012;Massimiliano Di Penta;SBSE Meets Software Maintenance: Achievements and Open Problems.;http://dx.doi.org/10.1007/978-3-642-33119-0_2;27-28;2;Keynote Addresses;
2012;Simon M. Poulding;Tutorial: High Performance SBSE Using Commodity Graphics Cards.;http://dx.doi.org/10.1007/978-3-642-33119-0_3;29;1;Tutorials;
2012;Jonathan M. Aitken,Robert Alexander,Tim Kelly,Simon M. Poulding;Evolving Robust Networks for Systems-of-Systems.;http://dx.doi.org/10.1007/978-3-642-33119-0_4;30-44;15;Full Papers;
2012;Franco Arito,Francisco Chicano,Enrique Alba;On the Application of SAT Solvers to the Test Suite Minimization Problem.;http://dx.doi.org/10.1007/978-3-642-33119-0_5;45-59;15;Full Papers;
2012;Márcio de Oliveira Barros;Evaluating the Importance of Randomness in Search-Based Software Engineering.;http://dx.doi.org/10.1007/978-3-642-33119-0_6;60-74;15;Full Papers;
2012;Gabriele Bavota,Filomena Carnevale,Andrea De Lucia,Massimiliano Di Penta,Rocco Oliveto;Putting the Developer in-the-Loop: An Interactive GA for Software Re-modularization.;http://dx.doi.org/10.1007/978-3-642-33119-0_7;75-89;15;Full Papers;
2012;Neelesh Bhattacharya,Olfat El-Mahi,Etienne Duclos,Giovanni Beltrame,Giuliano Antoniol,Sébastien Le Digabel,Yann-Gaël Guéhéneuc;Optimizing Threads Schedule Alignments to Expose the Interference Bug Pattern.;http://dx.doi.org/10.1007/978-3-642-33119-0_8;90-104;15;Full Papers;
2012;Mustafa Bozkurt,Mark Harman;Optimised Realistic Test Input Generation Using Web Services.;http://dx.doi.org/10.1007/978-3-642-33119-0_9;105-120;16;Full Papers;
2012;Shadi Ghaith,Mel Ó Cinnéide;Improving Software Security Using Search-Based Refactoring.;http://dx.doi.org/10.1007/978-3-642-33119-0_10;121-135;15;Full Papers;
2012;Muhammad Zohaib Z. Iqbal,Andrea Arcuri,Lionel C. Briand;Combining Search-Based and Adaptive Random Testing Strategies for Environment Model-Based Testing of Real-Time Embedded Systems.;http://dx.doi.org/10.1007/978-3-642-33119-0_11;136-151;16;Full Papers;
2012;Vendula Hrubá,Bohuslav Krena,Zdenek Letko,Shmuel Ur,Tomás Vojnar;Testing of Concurrent Programs Using Genetic Algorithms.;http://dx.doi.org/10.1007/978-3-642-33119-0_12;152-167;16;Full Papers;
2012;Roberto Erick Lopez-Herrejon,José A. Galindo,David Benavides,Sergio Segura,Alexander Egyed;Reverse Engineering Feature Models with Evolutionary Algorithms: An Exploratory Study.;http://dx.doi.org/10.1007/978-3-642-33119-0_13;168-182;15;Full Papers;
2012;Alan G. Millard,David Robert White 0001,John A. Clark;Searching for Pareto-optimal Randomised Algorithms.;http://dx.doi.org/10.1007/978-3-642-33119-0_14;183-197;15;Full Papers;
2012;Andres J. Ramirez,Erik M. Fredericks,Adam C. Jensen,Betty H. C. Cheng;Automatically RELAXing a Goal Model to Cope with Uncertainty.;http://dx.doi.org/10.1007/978-3-642-33119-0_15;198-212;15;Full Papers;
2012;Abdelilah Sakti,Yann-Gaël Guéhéneuc,Gilles Pesant;Boosting Search Based Testing by Using Constraint Based Testing.;http://dx.doi.org/10.1007/978-3-642-33119-0_16;213-227;15;Full Papers;
